data\ca\154927\1231506\423686252.html,Rainbow Motor Inn,"""Needing only a place to sleep, relax and unwind, this served my purposes well.  My room had the amenities - fridge, coffee machine, TV, etc., all that I required and a good bed to sleep on also.  No complaints; from check-in to check-out, it was a decent experience, and value for the money.  Unless I'm looking for vacation luxury, here's my stop-over when I'm on the road, doing a variety of things.  Main road access is good, and the convenient location for both directions is a plus.",3,negative
data\ca\154927\1231506\472988412.html,Rainbow Motor Inn,"""This was my second time at this hotel and I enjoyed the stay as much as the first time. Best sleep I\u2019ve had in a long time. A very clean, quiet, comfortable room with a small fridge and all the amenities that you need. Wifi works well. The gentleman at the front desk was a friend of the owner and very friendly. This will be my place to stay whenever I\u2019m in Chilliwack.",4,positive
data\ca\154927\1231506\476161894.html,Rainbow Motor Inn,"""The room was clean and comfortable. The grounds clean and quiet! I would highly recommend this Motel to any one who is looking for a comfortable room at a cost that will NOT break ur bank account!!! The owners are very respectful and accommodating.",4,positive
data\ca\154927\1231506\497029546.html,Rainbow Motor Inn,"""All I am going to say is def not pet friendly. Or Rider friendly will never recommend to anyone for either. Owner is Rude gladely took my money somewhere else how can you be like that when you realy on customer support and reviews good luck in the future you will need it",1,negative
data\ca\154927\1231506\599972966.html,Rainbow Motor Inn,"""We make a living on the road in a semi and we\u2019re looking for a place with reasonable rates for a break. The manager there was great and let us park the rig on site.  Outside of the inn is very well kept.  It is an older inn but well kept.  Will definitely stay again when we are down this way!",4,positive
data\ca\154927\1231506\604479695.html,Rainbow Motor Inn,"""Good place for a night stay. We were just arrived from Italy and we stopped to this hotel for the first night of our trip. Wide room and quiet. There is no breakfast service in this hotel, however there are facilities available in the nearby.",3,negative
data\ca\154927\1231506\615273452.html,Rainbow Motor Inn,"""The room was clean and spacious, and the furniture was dated but in good condition. The bed was comfortable. The water pressure in the shower was stronger than many hotels we stayed in, which was nice. To check-out, we just had to drop the room key through a slot in the lobby door in the morning, which made getting on the road faster. Overall, a nice place to stay in Chilliwack, would stay again.",4,positive
data\ca\154927\1231506\678958878.html,Rainbow Motor Inn,"""stayed there for two nights and was comfortable with fridge\u002Fmicro to use.\ninternet and wifi available at no extra charge\nprice of the room reasonable\nstaff very helpful\nroom was clean excellent landscaping so you don't feel like your in a motel\nolder but well maintained\neasy parking",5,positive
data\ca\154927\1231506\700394080.html,Rainbow Motor Inn,"""The owner of the motel was extremely personable and remembered our names (even the next morning). The lobby was clean and quiet. Be sure to ring the bell to get the host's attention or you may be waiting awhile. \n\nThe room itself was an older style, but it was clean, comfortable, and the bed was amazing. We had a really good sleep, lots of pillows and warm blankets. The place was very quiet, our room was next to the main road, but we could not hear it. The rooms around us were fairly quiet as well.  Endless hot water and the bathroom is fairly modern. The shampoo and soap were in a dispensary. \n\nThere was ample parking in the lot. Had no issues parking there, the place was secure. There is a fruit stand next store and lots of eating places in the neighborhood. \n\nThe host also allowed us a late checkout as we were there doing a marathon. We were also able to bring our bikes into the room.\n\nThe price is excellent for what you are getting.",5,positive
data\ca\154927\1413323\116877551.html,The Royal Hotel,"""We stayed 1 night in a renovated historic room. We booked through Priceline and the hotel provided excellent value for money. The Hotel has been operating over 100 years so has some great history. The room was very clean and nicely maintained. We loved the spacious size and the claw foot bath was a highlight. The staff were very helpful, this was our first night away with a young baby and they made us feel at home, latching the door open for us as I brought in all the equipment one has when travelling with a baby! There is no elevator so that may be an issue for some people. Breakfast in the morning was good old-fashioned home cooking, prepared after we ordered it rather than being buffet-style. Parking is only on the street but the downtown was pretty quiet and seemed fairly safe- we had no issues. Overall we thoroughly enjoyed staying here and would do so again. It also felt good to support a local and historic business and was a great change from the usual run of the mill hotel rooms that the chain hotels offer.",5,positive
data\ca\154927\1413323\117962724.html,The Royal Hotel,"""We were heading to the Kootenays, and needed a bed for the night.\nHaving just left Vancouver Island straight after work, we figured Chilliwack is a good place to stop for the night, before driving on the next day.\nFound this online at a special rate of $59 for a standard room.  This includes parking, wifi and a cooked breakfast.\nKinda reminded me of a saloon, I guess its a really old building.\nIt's a really nice looking hotel, and the staff were very nice to deal with.\nAwesome complinentary cooked breakfast, but this may change as the restaurant is going to be a separate business.\nWill likely make this our overnight stop, on similar road trips.  Likely try an upgrade to one of the nice rooms other reviewers have mentioned.",4,positive
data\ca\154927\1413323\118995539.html,The Royal Hotel,"""Stayed here while on business in the Yarrow area. It was in the old town area, and although I didn't see anything concerning, local residents raised their eyebrows when I said I was staying there and said to be careful (!)\n\nStayed one night, had a couple of hairs in the bed when I arrived, otherwise it was clean. Old and historical, but not charming. I ended up in a B&B for $60 a night with hot breakfast.",2,negative
data\ca\154927\1413323\138122180.html,The Royal Hotel,"""We recently went to Chilliwack to see Mama Mia.  The original plan was to drive home after the show (a 2.5 hour drive).  We changed our minds and decided to stay overnight and drive home in the morning, even though we knew it would add at least an extra hour to go through customs. We found the Royal Hotel through the B.C. travel guide and it loooked interesting, so we looked  at their website.  We were intrigued, so we made a reservation for one of the antique rooms..  When we arrived, we were delighted.  Check in was very smooth and the lady at the front desk explained everything thoroughly.  In fact, the whole staff was very friendly. We walked up the stairs to our room and we loved it.  We liked the antique furniture and the claw foot tub.  The bathroom was a little small, but modern.  I have trouble sleeping the first night in a strange bed, but it was so comfortable, I slept the whole night.  This hotel was an excellent value for the money.  We will definitely stay again and highly recommend it.",5,positive
data\ca\154927\1413323\138600733.html,The Royal Hotel,"""As soon as we walked into the lobby we felt we had stepped back in time.  The 100+ year old building is very well preserved.  The front desk staff was so friendly and very knowledgeable of the history of the building.  Our room was on the second floor up a staircase you knew many feet had trod on.  The original floors were intact with a glossy finish.  The room itself was cozy, with the modern amenities (fridge, microwave and TV) blending nicely with the antique furniture.  The claw foot tub with the shower curtain around it just added to the character of the era.  We both slept very well in the double bed.  The adjoining restaurant offered very tasty food at a very affordable price - try the pie...any pie!",4,positive
data\ca\154927\1413323\139774202.html,The Royal Hotel,"""My husband & I found the Royal Hotel while searching hotels in the Chilliwack area online.  What a great decision we made to spend one night there on our way to Vancouver Island.  We arrived late and the hotel restaurant was closed, however, the friendly gal working at the hotel desk escorted us to the hotel lounge, which was still open, and we were able to order off the regular menu. The staff in the lounge couldn't do enough for us.  The food was magnificent, and the chef, Devika, took the time to come out to talk to us,  She is one amazing lady!  She does all the cooking and makes all the desserts from scratch. We had to sample some of her famous pie before retiring for the evening.  Our hotel room was small, but quite adequate, comfortable, and spotlessly clean.  The next morning we enjoyed a scrumptious breakfast in the hotel cafe, again with excellent service and prepared by Devika.  We will certainly not hesitate to stay at the Royal Hotel again the next time we are travelling through Chilliwack.  Great value for the service, accommodation and food the hotel provides.",4,positive
data\ca\154927\1413323\162414011.html,The Royal Hotel,"""I recently went on a golfing expedition with a few friends and discovered the Royal.  It was like finding a European treasure in Chilliwack.  Great service, great prices and great food.  If you are looking for opulent luxury, then this is not the spot for you.  If you are looking for unique character and good value, then the Royal will treat you like... well... Royalty.",4,positive
data\ca\154927\1413323\166843503.html,The Royal Hotel,"""After reserving our antique room for two persons and being assured we would be getting a luxurious, albeit dated room, we were horrified at what we were given.  At first glance in the lobby, our hearts leapt for joy at the thought of having a bubble bath in an old claw foot tub and be surrounded in history. We were given our room key and told third floor up the stairs. Although two persons with sever back issue don't normally enjoy climbing up a few flights, we were making the painful sacrifice for the sake of \""stepping back in time\"". Then we turned the look to our room. A tiny 10x12' room with 1990's cheap bedside tables, an old 1980's tv, and no bathtub! In fact, the closet sized bathroom had a tiny shower-stall meant for a runway model sized girl and a sink you practically had to stand in the toilet to be able to brush your teeth! The best part? after turning out the lights and trying to get comfortable on the one bed between us (we are only friends\u002Fco-workers so imagine how awkward that was!), that is when we realized the keyhole to the door goes right through and everyone walking by could easily take a peek into our room directly to our sleeping positions!",1,negative
data\ca\154927\1413323\173097944.html,The Royal Hotel,"""Our stay at Royal Hotel in Chilliwack, BC was fantastic. The staff was wonderful, the room was spacious and very clean and we loved the bath tub.  The food was very good as well. We highly recommend this wonderful Heritage Hotel.",5,positive
data\ca\154927\1413323\174221820.html,The Royal Hotel,"""Very nice place and very clean. Would stay there again and had a lots of old history, very cool. Reasonable rates and staff was very nice. The restaurant downstairs was very nice and have good food also the bar was nice also.",5,positive
data\ca\154927\1413323\174562447.html,The Royal Hotel,"""Stayed for 7 nights whilst on a fabulous fishing trip. Staff were exceptionally nice and helpful. Room was clean and spacious and had great free WiFi. Whole place had a lovely atmosphere and heaps of history. Walking distance to shops and restaurants. I ate at The District Pub opposite which served cold beer and the best burgers ever !\nWould definitely stay again - thanks guys.",5,positive
data\ca\154927\1413323\175087382.html,The Royal Hotel,"""From the moment we arrived the staff made us feel very welcome and nothing seemed too much trouble. Our room was spotlessly clean, the bed comfortable and we loved the old claw footed bath tub in the room. Parking was provided at back of hotel so not far to walk with luggage. Food available in cafe attached to hotel which was excellent and there was 10% off of breakfast as we were guests in hotel. Would stay here again.",4,positive
data\ca\154927\1413323\175766503.html,The Royal Hotel,"""Found this one out by a local who recommended it as we didn't plan on staying in Chilliwack. The staff were extremely friendly and helpful. The Hotel appears to have been refurbished recently, our room had a claw foot bath and toilet. We found the room spacious and comfortable. The cafe attached to the Hotel was good and the staff lovely.",5,positive
data\ca\154927\1413323\189412636.html,The Royal Hotel,"""This is a lovely old hotel but with a very comfortable bed, great pillow choices, duvet & immaculate bedding.  I'm particular about bedding and really appreciated the cleanliness and comfort offered at the Royal.  The staff members were super helpful and all went the extra mile.  The bath arrangements were a little unconventional compared to standard hotel bedrooms but quite acceptable.  We would definitely stay here again.",4,positive
data\ca\154927\1413323\195031958.html,The Royal Hotel,"""Although the hotel was an older building, my hotel suite was nicely furnished. The smallest rooms are smaller than other suites I have stayed at but also more affordable and the room felt clean. The concierge team was friendly and accommodating. The hotel is located in a convenient location (i.e. downtown Chilliwack). Of the three other hotels\u002Finns I have stayed at in Chilliwack, I would rank this one No. 1 based on the aforementioned criteria. For light sleepers, it can get a bit noisy in the morning (i.e. shower\u002Ffaucet noises from adjacent suites, doors opening\u002Fclosing in the hallways) but nothing a good set of earplugs can't adequately circumvent. My overall \""Excellent\"" rating takes into account the value I got per money spent.",5,positive
data\ca\154927\1413323\195118119.html,The Royal Hotel,"""Combine one of the best prices for a hotel in Chilliwack, great customer service, a comfortable place to stay, and a cool old hotel experience, and you have the Royal Hotel.  Loved the old flooring, the high ceilings, and the ambiance.  One anecdote to illustrate something about this hotel.  It is an older building so the window was rattling a little and was bothering me as I tried to fall asleep, so I stuffed some paper into the crack and it was fine.  The next day the cleaning lady noticed the paper, and had the window looked after, and it was perfect for night two.  Great service!",4,positive
data\ca\154927\1413323\195336800.html,The Royal Hotel,"""I loved the creakiness of the floors, the claw foot tub, down quilt, comfortable pillows, and transom windows above the doors. It made me feel as if I was going back to another era. The room was super clean, and the beds comfortable. I recently moved to the Chilliwack area and have eaten in the hotel restaurant several times on separate occasions and the food is always delicious, and well prepared.\n\nA great place to stay in downtown Chilliwack at a reasonable price.",5,positive
data\ca\154927\1413323\207031031.html,The Royal Hotel,"""Stayed recently in queen room with clawfoot tub, very quaint yet updated with modern heating\u002Fcooling, internet, high water pressure.  Rooms was spacious, clean and peaceful.  Staff were friendly and gracious.  Keurig drink machine was a neat novelty.",5,positive
data\ca\154927\1413323\219173614.html,The Royal Hotel,"""This  heritage hotel is located in the older part of Chilliwack .. Don't let it's location or inexpensive rooms scare you away. We stayed in a heritage room with a claw foot tub in the room .  We were given a choice of staying on the second floor or third floor . We chose the second floor as the room had a bar fridge and microwave. Our room was clean but basic . The view was ok if you looked beyond the lower flat roof ... Into the upper distance . The bed was nice and comfy.  Beside the bed there was a claw foot tub which fit 2 people if so desired., and was nice and deep. There is a shower curtain that you can slide around the tub if you want some privacy .. Or want to take a shower instead. They supply body wash but no shampoo or conditioner . Our room had a flat screen tv ... But the room on the third floor had an older style TV . The bathroom has a sink, and toilet ... Clean but small. If you need  ice , just phone the desk .. They will deliver it to your room . \nThere is a restaurant \u002Fpub downstairs. We had dinner there . The service was great . We ordered a taco Salad and chicken casidia . The chicken taco salad was the best we have ever had .. So big that it was enough to fill both of us. \nWe gave this hotel a 4 star rating because of its hospitality , and it's nice heritage rooms . \nWe will defiantly stay here again !",4,positive
data\ca\154927\1413323\219342438.html,The Royal Hotel,"""Reception staff were fantastic, helpful and chatty. Location was great and close to big supermarket. Maid service a little average (sorry i like my coffee, cups and creamer refilled daily) although they were very lovely themselves. Room size was awesome. I found bed a little uncomfortable although my friend was ok with it. ",4,positive
data\ca\154927\1413323\221173043.html,The Royal Hotel,"""The hotel is very well maintained and is a charming show-case of the building's history. I enjoyed walking the stairs, admiring the old photos and artifacts, and the claw-foot tub. The breakfast offered at the downstairs bistro was amazing, extremely sizeable, and very good value. And the staff were very friendly and polite.",5,positive
data\ca\154927\1413323\222213115.html,The Royal Hotel,"""We stayed in the jacuzzi suite and it was fantastic!  Clean, overlooking Wellington, we were just so impressed we can't wait to stay another time.  Why would you stay at a chain when you could stay at a Heritage Boutique Hotel?  My kids are begging to go back.  I love the old doors, the decor, the fantastic wood floors.  The bed was comfy, we had robes, slippers and plush towels.  I really can't say enough positive things.  Next time you visit Chilliwack, you really should treat yourself and come here.",5,positive
data\ca\154927\1413323\222385505.html,The Royal Hotel,"""Walking into the lobby of The Royal Hotel, I felt like I was walking back in time. Built back in 1908, this historic bed-and-breakfast hotel is unique which is what I was looking for.  Old photos adorn the walls showcasing the history of the building;  antiques and artifacts in the lobby.  It is rare to find this combination of character and charm with modern conveniences.  I opted for one of the antique rooms with the hardwood flooring and claw-foot bath - complete with a flat screen TV and a Keurig. Very comfy bed and bedding; I had one of the best sleeps I have had in years. Woke up at 7 am which is sleeping in for me.  Unfortunately the caf\u00E9 on the main floor was not open til 8 am, so I opted to hit the road and resume my journey. This was my first stay at The Royal Hotel and I look forward to the next time. \n\nLocation:  historic downtown Chilliwack\nHotel Amenities:  on-site dining options include the Royal Caf\u00E9 and Wellington pub\nInternet:  free secured Wi-Fi (get password from reception)\nRoom Categories:  Comfort rooms, Bank Wing rooms, and Antique Rooms\nNote:   Antique rooms have hardwood floors, claw-foot tubs and vintage furniture in addition to cable television, a queen bed and private bathroom. \nParking: angle street parking in front of the hotel\nPets:  small pets allowed\nStaff:  friendly and helpful\nNote:  no elevator; not accessible-friendly, room key deposit required\nWebsite:  www.royalhotelchilliwack.com\nAddress:  45886 Wellington Avenue, Chilliwack, BC\nPhone:  604-792-1210\nToll Free: 1-888-434-3388",4,positive
data\ca\154927\1413323\227417305.html,The Royal Hotel,"""Our room was large and spacious, with a separate sitting room.  Everything was spotless and the staff were very friendly.\nI would come back to Chilliwack to stay at The Royal, if the opportunity arose.",5,positive
data\ca\154927\1413323\227742634.html,The Royal Hotel,"""Clean, friendly great ambiance. The bar had a rustic country feel with a great beer selection and live music. Breakfast was great on all fronts. The hotel is near an intersection known as 5 corners and can be tricky to navigate for the novice.",4,positive
data\ca\154927\1413323\228024483.html,The Royal Hotel,"""We've stayed at this hotel a few times, and always enjoy it.  It's like staying in a museum.  Love to see the pictures of the front desk from it's original days (opened in 1908) and see it's hardly changed.  Lots of history here.  The room amenities are basic, but you're not staying here for a big-screen TV.  The beds are comfortable, the staff are friendly, and the cafe serves a nice breakfast. A great stay again!",5,positive
data\ca\154927\1413323\229367616.html,The Royal Hotel,"""We were delighted when we arrived in Chilliwack to find the hotel set on a quiet street with the exterior showing character and traditional grace. It is not a modern, swish hotel but rather one that exudes traditional values and solid service to visitors and the community. Our room was splendid with a large comfortable bed and all the conveniences you could wish for.  The bathroom was equally good again with all one could wish for. Altogether a very comfortable stay marred only by the fact that we couldn't get fresh milk to have with our tea.",4,positive
data\ca\154927\1413323\229421427.html,The Royal Hotel,"""My dad and I very much enjoyed our stay at the royal hotel.Eilleen at the front desk was very pleasant and helpful as well as the rest of the staff.Our room was very clean and beds comfortable.Enjoyed the home cooked food in the royal caf\u00E9.If you enjoy a little trip into the past the royal is the place to go.We do hope to make it back sometime in the new year.",4,positive
data\ca\154927\1413323\233857474.html,The Royal Hotel,"""First, the good. The room had a queen bed, a small wooden table, and was neat and clean. The hot water was hot as it should be. The staff (the person at the desk) was friendly and helpful. It was old, but the rennovation seemed more a cleaning up, not making it to three stars IMHO. We had booked ours through Priceline, and I suspect we may have gotten the Priceline special. The room was quite small, and the bathroom was really small. It was very basic and simple but a little dim.  There was no closet, no mini-fridge, no hair dryer, and just one bedside lamp plus a ceiling light. The small window above the door let in the light from the hallway (even though there was a small curtain covering it), keeping the room dimly lit throughout the night; this was  annoying. The single window looked out over a commercial roof. The free wifi worked fine and was supplied by a router mounted in the hallway outside our room. There is no elevator, so we had to carry our bags to the second floor.  To be honest, we've had better rooms for the price -- over $100 including all the taxes. We had to provide an additional $100 charge to our card as a security deposit; this was credited back to our card after we vacated (an unusual practice in my experience). [We did not eat in the restaurant, so I cannot comment on it.]",2,negative
data\ca\154927\1413323\234158344.html,The Royal Hotel,"""It was a convenient place for us to stay. We had an antique room facing the street. Overall was a good place to stay, but the mattress needs to be updated. Had pictures and history on the walls which were an interesting site. I believe my grandfather served with the previous owner.",4,positive
data\ca\154927\1413323\245947637.html,The Royal Hotel,"""Great little hotels, friendly ,great room \nalready book return trip for new years eve. \nHosts friendly , nice cafe for food \nLovely views of mountains \nConvenient location \nReal old world charm \nShops just a walk away \nEasy parking \nEasy to find \nVery comfortable beds \n",5,positive
data\ca\154927\1413323\254760733.html,The Royal Hotel,"""This is an old hotel, but what a wonderful surprise. Room was spacious and clean. Crisp white sheets. Bathroom modern. Very quite. The restaurant was AMAZING!  Food was beyond expectations and the price was more than reasonable. I would defiantly give this hotel and it's restaurant a high rating. WOW!!",4,positive
data\ca\154927\1413323\259639187.html,The Royal Hotel,"""Staying in this Hotel was like taking a short trip back in time. The room was spacious and impeccably clean. The king size bed was very comfortable. The staff was very helpful and pleasant. We did not eat dinner in the restaurant but we did have breakfast which was excellent. We had a 2 person Jacuzzi bath in our room which made our stay even more special. Good Job!",4,positive
data\ca\154927\1413323\274304282.html,The Royal Hotel,"""The Royal is a unique place in that it is a period place. I found the atmosphere and antiques charming.  Our room was small but with the high ceilings it did not feel cramped.  We were on budget or I would of loved to have been in one of the bigger rooms with antiques. Royal  is located exactly where we needed to be without useing the car. Lots of interesting little shops, our walks were enjoyable. Staff friendly and informative. There are rooms with and without a bathroom, some rooms are fully restored,room prices reflect this. Morning coffee or tea from a one cup despensor was appricated (no use talking to my mate untill he has had his morning cup.).",4,positive
data\ca\154927\1413323\274924826.html,The Royal Hotel,"""We stayed in the Royal Hotel May 25th for a night while we were in Chilliwack on business.  We were in the main room over the old bank; on the street this is the room directly over the hotel sign with the large bay window.  It had a great outlook and easy access to restaurants for both dinner and breakfast.  The room was very nice, it was large (two queen size beds) and lots of space for whatever else you would bring.  The staff were great, very helpful - parking in the rear of the hotel.",4,positive
data\ca\154927\1413323\276590025.html,The Royal Hotel,"""This older hotel is beautiful and very clean in the downtown area of Chilliwack with plenty of unique shops in the neighborhood. Plenty of restaurants to choose from but for dinner we recommend Rustica's Ristorante which is across the street. Excellent food and the best service we've received in a long time. The Royal Hotel is a must stay for out-of-towners, especially couples.",5,positive
data\ca\154927\1413323\279147162.html,The Royal Hotel,"""In town for one night and we decided to stay here because of the good reviews. Hotel is very old but it has lots of charm. Everything was clean and the staff was friendly, and we really enjoyed the breakfast at the restaurant next to the lobby. As for sleep quality, it wasn't great. I'm a light sleeper and the window was rattling all night due to the vibrations from what I assumed was the ventilation system. If it wasn't for that I would have given better review. I would consider staying here again, but I would also research other options.",3,negative
data\ca\154927\1413323\280365626.html,The Royal Hotel,"""We have stayed at the Royal 3 times this year for weekend visits with family in Chilliwack. The staff are very freindly and helpful. The rooms are clean and offer a nice change from the sterile and boring chain hotels. Claw foot tubs, antique wardrobes. Just a very nice boutique hotel with a heritage feel.\n\nBreakfast in the attached restaurant is hearty and well priced.",5,positive
data\ca\154927\1413323\295828699.html,The Royal Hotel,"""Heritage Hotel is right.   The smell as soon as we walked in was off putting.   Stained sheets the first night and had to sleep on top of covers.   Noisy from a\u002Fc and roof top heating and a\u002Fc.  Light came in from hallway because of huge gap under door and from window above door covered with a flimsy valance.   Toilet was plugged, asked for it to be fixed while out and it wasn't.   Were handed a plunger to do it ourselves.  Our view consisted of a dirty roof with the heating and a\u002Fc units on top of it.    For over 100 dollars a night, we should have had better than Room 110.   2nd night, floors creaking and showers being taken in room above us were extremely loud.  We should be given a rebate!!\n   .",1,negative
data\ca\154927\1413323\297390868.html,The Royal Hotel,"""We always hope to find interesting old hotels on our road trips. Our first night on a trip from Seattle to BC, tired after a long day of driving around the Bellingham-Mt Baker area, we found the Royal Hotel, in the middle of the old downtown in Chilliwack. We were warmly greeted and shown a selection of rooms, and chose the old over the new. Room was big enough, beds were comfortable, everything was spotless. We had no problem with the view of the rooftop and air conditioners though it meant we couldn't leave the window open due to the machinery noise. Wifi was great, a nice surprise and welcome since our phones were turned off due to roaming charges in Canada. The town is pretty quiet at night and it was too late for dinner at most places but our hostess recommended an all-night cafe within walking distance which fit the bill. Be aware that this is an older hotel with some quirks. But, the hotel is well-maintained and charming with a long history of serving lodgers. And the people at the desk were very friendly and helpful. Would stay again if travels ever bring me back to Chilliwack.",5,positive
data\ca\154927\1413323\300477874.html,The Royal Hotel,"""The bed in my room took up the whole room, there is no place to put clothes or bags\u002F luggage, (no closet, dresser), the hanging rack is placed directly over the bed, the walls are so thin I could hear every conversation that guest were having in the rooms on either side.  The bathroom was dingy and dirty. For the rate charged I could have booked (or should have booked) a hotel at any other local establishment.  To top things off, my vehicle was parked directly in front of the main entrance to the hotel (8 feet away) and the rear window was smashed out. Overall a poor experience.  I should also note the hotel asked me to rate my experience on Tripadvisor, so I am.",1,negative
data\ca\154927\1413323\314578541.html,The Royal Hotel,"""Months later same great service.  Staff remembered me and gave me a great deal!  Thank you for the consideration, all efforts were put forth to make my stay as lovely as possible.  It was a Beautiful September Morning outdoors and a cozy, quaint, quiet room indoors for me to prepare for my special visit!",5,positive
data\ca\154927\1413323\315709186.html,The Royal Hotel,"""Really cool place with a lot of history. Rooms were dated but extremely clean. Had a cool feel of jumping back to the turn of the century. The restaurant in the Hotel was a simple menu, great when family dining. Beds were comfortable.",4,positive
data\ca\154927\1413323\335342754.html,The Royal Hotel,"""This hotel is a truly beautiful gem! I made the reservation while on a road trip and WOW!! Victorian Era stunning! The staff so Professional yet kind and humble. Very accommodating. The pub down the street incredible food! The room beautiful, clean and all the little special touches. Very romantic and renaissance this hotel. Will most definitely stay here again!!",5,positive
data\ca\154927\1413323\337382805.html,The Royal Hotel,"""Hubby had a crazy idea to get-away at around 5 pm, Hied off to wherever the tires would take us, saw a deal in Hotels.com, and boom, we're there! Clean, quaint, period hotel, plus pleasant, helpful front desk service = good turnout considering we didn't plan for this. Nice bed to enjoy a book while hubby and son made some 'donuts' out in the snow.",5,positive
